PROJECT_ID	GEONAME_ID	precision_code	place_name	latitude	longitude	location_type_code	location_type_name	geoname_adm_code	geonames_adm_name	geonames_retrieval_time	project_source	source_url	source
P087347	1024694	1	Mocuba	-16.8375	36.98556	PPL	populated place	MZ|09	Mozambique|Zambézia	2012-01-19T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P087347	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2009/08/02/000333038_20090802231808/Rendered/PDF/496920PROP0P081P010REVISED030006009.pdf	PP
P074235	1053384	5	Toamasina	-18.1492	49.40234	PPLA	seat of a first-order administrative division	MG|7670857	Madagascar|Atsinanana	2012-06-22T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P074235	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2004/04/23/000012009_20040423101043/Rendered/PDF/273530MG.pdf	PAD
P074235	1055429	5	Toliara	-23.35	43.66667	PPLA	seat of a first-order administrative division	MG|7670913|8299677	Madagascar|Atsimo-Andrefana|Toliara I District	2012-07-31T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P074235	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2004/04/23/000012009_20040423101043/Rendered/PDF/273530MG.pdf	PAD
P074235	1062663	5	Mahajanga	-15.71667	46.31667	PPLA	seat of a first-order administrative division	MG|7670849	Madagascar|Boeny	2011-03-11T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P074235	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2004/04/23/000012009_20040423101043/Rendered/PDF/273530MG.pdf	PAD
P074235	1064890	5	Fianarantsoa	-21.45267	47.08569	PPLA	seat of a first-order administrative division	MG|7670905	Madagascar|Upper Matsiatra	2012-06-22T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P074235	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2004/04/23/000012009_20040423101043/Rendered/PDF/273530MG.pdf	PAD
P074086	1069129	5	Antsiranana	-12.2787	49.29171	PPLA	seat of a first-order administrative division	MG|7670842	Madagascar|Diana	2014-09-26T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P074086	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2008/10/24/000333037_20081024014831/Rendered/PDF/461110PAD0P0741LY10GEF1R20081002011.pdf	PAD
P074235	1069129	5	Antsiranana	-12.2787	49.29171	PPLA	seat of a first-order administrative division	MG|7670842	Madagascar|Diana	2014-09-26T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P074235	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2004/04/23/000012009_20040423101043/Rendered/PDF/273530MG.pdf	PAD
P074086	1070940	5	Antananarivo	-18.91368	47.53613	PPLC	capital of a political entity	MG|7670856	Madagascar|Analamanga	2014-03-22T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P074086	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2006/11/30/000011823_20061130170544/Rendered/PDF/E13640v60VC1R1sum10g1n1ral1EN.pdf	EA
P074235	1070940	5	Antananarivo	-18.91368	47.53613	PPLC	capital of a political entity	MG|7670856	Madagascar|Analamanga	2014-03-22T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P074235	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2004/04/23/000012009_20040423101043/Rendered/PDF/273530MG.pdf	PAD
P122235	1125426	3	Shighnan District	37.61667	71.45	ADM2	second-order administrative division	AF|01|1125426	Afghanistan|Badakhshan|Shighnan District	2013-04-27T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P122235	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2011/04/15/000386194_20110415002623/Rendered/PDF/584540PJPR0P121OFFICIAL0USE0ONLY191.pdf	project paper
P074841	1185252	1	Khagrachhari	23.10787	91.97006	PPL	populated place	BD|84	Bangladesh|Chittagong	2012-10-18T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P074841	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2010/06/20/000333038_20100620235335/Rendered/PDF/551220PROP0P071MU0Revised0Proc0Plan.pdf	Procurement Plan
P120836	1275540	3	Beed District	18.83333	75.75	ADM3	third-order administrative division	IN|16|8131498|1275540	India|Maharashtra|Aurangabad Division	2014-01-04T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P120836	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2010/09/09/000333038_20100909000603/Rendered/PDF/545320PAD0P1201Official0Use0Only191.pdf	PAD
P100668	148330	1	Pervoye Maya	39.74667	47.95889	PPL	populated place	AZ|24	Azerbaijan|İmişli	2013-01-10T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P100668	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2009/04/22/000104615_20090422165836/Rendered/PDF/Integrated0Saf1et010Appraisal0Stage.pdf ; http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2009/06/10/000333037_20090610003124/Rendered/PDF/481640PJPR0P10101Official0Use0Only1.pdf	ISDS ; PAD
P055120	149659	1	Tabora Airport	-5.08333	32.83333	AIRP	airport	TZ|17	Tanzania|Tabora	2011-06-06T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P055120	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2010/04/15/000262044_20100416100740/Rendered/PDF/Integrated0Saf1et010Appraisal0Stage.pdf ; http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2010/05/13/000020953_20100513144403/Rendered/PDF/531520PAD0P0551ly10IDA1R20101013311.pdf	ISDS ; PAD
P046043	1538258	3	Ohangaron Shahri	40.90639	69.63833	ADM2	second-order administrative division	UZ|14|1538258	Uzbekistan|Toshkent|Ohangaron Shahri	2012-01-19T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P046043	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2009/06/02/000333037_20090602010527/Rendered/PDF/ICR7110P0460431C0Disclosed051291091.pdf	ICR
P089479	1637366	3	Central Lombok Regency	-8.75	116.33333	ADM2	second-order administrative division	ID|17|1637366	Indonesia|West Nusa Tenggara|Central Lombok Regency	2014-01-05T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P089479	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2006/06/08/000090341_20060608101329/Rendered/PDF/35326.pdf	PAD
P118494	1652080	3	Muang Xiengkhor	20.81667	104.15	ADM2	second-order administrative division	LA|03|1652080	Laos|Houaphan|Muang Xiengkhor	2011-01-29T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P118494	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2009/12/08/000262044_20091209152615/Rendered/PDF/AF0Integrated01et010Appraisal0Stage.pdf	ISDS
P094063	1694584	3	Pasig	14.58333	121.08333	ADM2	second-order administrative division	PH|NCR|L8	Philippines|Metro Manila|Pasig	2013-12-08T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P094063		TTL
P110173	178147	1	Westlands	-1.26667	36.8	PPLX	section of populated place	KE|05	Kenya|Nairobi Area	2012-01-17T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P110173	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2004/06/23/000090341_20040623124938/Rendered/PDF/28314.pdf	PAD
P096556	1786217	1	Yongzhou	26.42389	111.61306	PPL	populated place	CN|11	China|Hunan	2013-03-31T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P096556	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2008/11/13/000333038_20081113003334/Rendered/PDF/397810PAD0P0961E0ONLY10R20081023211.pdf	PAD
P096367	178837	3	Uasin Gishu	0.5	35.31667	ADM1	first-order administrative division	KE|52	Kenya|Uasin Gishu	2014-03-02T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P096367	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/AFR/2010/06/08/E1E75997B8938C75852572FB006007BC/2_0/Rendered/PDF/FA01Signing1.pdf	FA
P111545	178837	3	Uasin Gishu	0.5	35.31667	ADM1	first-order administrative division	KE|52	Kenya|Uasin Gishu	2014-03-02T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P111545	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2009/03/04/000333038_20090304234001/Rendered/PDF/440400PAD0P111101Official0Use0Only1.pdf	PAD
P096367	179068	3	Trans Nzoia	1.045	34.979	ADM1	first-order administrative division	KE|50	Kenya|Trans Nzoia	2013-05-05T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P096367	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/AFR/2010/06/08/E1E75997B8938C75852572FB006007BC/2_0/Rendered/PDF/FA01Signing1.pdf	FA
P111545	179068	3	Trans Nzoia	1.045	34.979	ADM1	first-order administrative division	KE|50	Kenya|Trans Nzoia	2013-05-05T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P111545	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2009/03/04/000333038_20090304234001/Rendered/PDF/440400PAD0P111101Official0Use0Only1.pdf	PAD
P124109	179068	3	Trans Nzoia	1.045	34.979	ADM1	first-order administrative division	KE|50	Kenya|Trans Nzoia	2013-05-05T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P124109	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2011/04/05/000333037_20110405002004/Rendered/PDF/600050PAD0P1241OFFICIAL0USE0ONLY191.pdf	PAD
P096367	179328	3	Thika District	-1.08333	37.08333	ADM2	second-order administrative division	KE|22|179328	Kenya|Kiambu|Thika District	2013-12-17T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P096367	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/AFR/2010/06/08/E1E75997B8938C75852572FB006007BC/2_0/Rendered/PDF/FA01Signing1.pdf	FA
P111545	179328	3	Thika District	-1.08333	37.08333	ADM2	second-order administrative division	KE|22|179328	Kenya|Kiambu|Thika District	2013-12-17T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P111545	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2009/03/04/000333038_20090304234001/Rendered/PDF/440400PAD0P111101Official0Use0Only1.pdf	PAD
P096367	179330	3	Thika	-1.03326	37.06933	PPL	populated place	KE|05	Kenya|Nairobi Area	2013-08-17T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P096367	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/AFR/2010/06/08/E1E75997B8938C75852572FB006007BC/2_0/Rendered/PDF/FA01Signing1.pdf	FA
P069862	1804161	3	Lengshuitan Qu	26.45	111.58333	ADM3	third-order administrative division	CN|11|1804161	China|Hunan	2013-06-04T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P069862		TTL
P111545	180782	3	Samburu	1.33333	37.11667	ADM1	first-order administrative division	KE|45	Kenya|Samburu	2013-06-04T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P111545	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2009/03/04/000333038_20090304234001/Rendered/PDF/440400PAD0P111101Official0Use0Only1.pdf	PAD
P111545	185578	3	Murang'A	-0.684	36.994	ADM1	first-order administrative division	KE|38	Kenya|Murang'A	2013-05-05T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P111545	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2009/03/04/000333038_20090304234001/Rendered/PDF/440400PAD0P111101Official0Use0Only1.pdf	PAD
P096367	186298	3	Mombasa	-4.02	39.66667	ADM1	first-order administrative division	KE|37	Kenya|Mombasa	2013-05-05T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P096367	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/AFR/2010/06/08/E1E75997B8938C75852572FB006007BC/2_0/Rendered/PDF/FA01Signing1.pdf	FA
P096367	190106	3	Kwale	-4.13333	39.2	ADM1	first-order administrative division	KE|28	Kenya|Kwale	2013-06-04T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P096367	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/AFR/2010/06/08/E1E75997B8938C75852572FB006007BC/2_0/Rendered/PDF/FA01Signing1.pdf	FA
P124109	190106	3	Kwale	-4.13333	39.2	ADM1	first-order administrative division	KE|28	Kenya|Kwale	2013-06-04T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P124109	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2011/04/05/000333037_20110405002004/Rendered/PDF/600050PAD0P1241OFFICIAL0USE0ONLY191.pdf ; http://www-wds.worldbank.org/external/default/main?pagePK=64193027&piPK=64187937&theSitePK=523679&menuPK=64187510&searchMenuPK=64187283&siteName=WDS&entityID=000003596_20110317130533	PAD ; ISDS
P111545	191037	3	Kitui	-1.835	38.451	ADM1	first-order administrative division	KE|27	Kenya|Kitui	2013-05-05T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P111545	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2009/03/04/000333038_20090304234001/Rendered/PDF/440400PAD0P111101Official0Use0Only1.pdf	PAD
P095050	191421	5	Mount Kenya	-0.15	37.3	MT	mountain	KE|00	Kenya	2010-11-19T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P095050	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2007/01/12/000104615_20070116093440/Rendered/PDF/Integrated0Saf1et010Appraisal0Stage.pdf	ISDS
P112359	1920293	1	Baozhu	23.11331	111.6103	PPLA4	seat of a fourth-order administrative division	CN|30	China|Guangdong	2012-12-06T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P112359	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2009/03/26/000334955_20090326074834/Rendered/PDF/RP7840v20ENGLI1110mar090Box0338860B.pdf	RP/RI
P096367	192064	3	Kilifi	-3.563	39.644	ADM1	first-order administrative division	KE|23	Kenya|Kilifi	2013-05-05T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P096367	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/AFR/2010/06/08/E1E75997B8938C75852572FB006007BC/2_0/Rendered/PDF/FA01Signing1.pdf	FA
P111545	192064	3	Kilifi	-3.563	39.644	ADM1	first-order administrative division	KE|23	Kenya|Kilifi	2013-05-05T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P111545	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2009/03/04/000333038_20090304234001/Rendered/PDF/440400PAD0P111101Official0Use0Only1.pdf	PAD
P096367	192709	3	Kiambu	-1.09	36.699	ADM1	first-order administrative division	KE|22	Kenya|Kiambu	2013-05-05T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P096367	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/AFR/2010/06/08/E1E75997B8938C75852572FB006007BC/2_0/Rendered/PDF/FA01Signing1.pdf	FA
P074106	195271	3	Kakamega	0.334	34.797	ADM1	first-order administrative division	KE|20	Kenya|Kakamega	2013-05-05T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P074106	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/AFR/2010/06/08/E1E75997B8938C75852572FB006007BC/2_0/Rendered/PDF/FA01Signing1.pdf	FA
P096367	195271	3	Kakamega	0.334	34.797	ADM1	first-order administrative division	KE|20	Kenya|Kakamega	2013-05-05T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P096367	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/AFR/2010/06/08/E1E75997B8938C75852572FB006007BC/2_0/Rendered/PDF/FA01Signing1.pdf	FA
P111545	195271	3	Kakamega	0.334	34.797	ADM1	first-order administrative division	KE|20	Kenya|Kakamega	2013-05-05T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P111545	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2009/03/04/000333038_20090304234001/Rendered/PDF/440400PAD0P111101Official0Use0Only1.pdf	PAD
P115247	195271	3	Kakamega	0.334	34.797	ADM1	first-order administrative division	KE|20	Kenya|Kakamega	2013-05-05T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P115247		TTL
P124109	195271	3	Kakamega	0.334	34.797	ADM1	first-order administrative division	KE|20	Kenya|Kakamega	2013-05-05T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P124109	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2011/04/05/000333037_20110405002004/Rendered/PDF/600050PAD0P1241OFFICIAL0USE0ONLY191.pdf	PAD
P111545	196228	3	Isiolo	0.98333	38.53333	ADM1	first-order administrative division	KE|18	Kenya|Isiolo	2013-06-04T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P111545	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2009/03/04/000333038_20090304234001/Rendered/PDF/440400PAD0P111101Official0Use0Only1.pdf	PAD
P096367	197744	3	Garissa	-0.172	40.041	ADM1	first-order administrative division	KE|16	Kenya|Garissa	2013-05-05T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P096367	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/AFR/2010/06/08/E1E75997B8938C75852572FB006007BC/2_0/Rendered/PDF/FA01Signing1.pdf	FA
P109683	197744	3	Garissa	-0.172	40.041	ADM1	first-order administrative division	KE|16	Kenya|Garissa	2013-05-05T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P109683	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2009/06/30/000333038_20090630021312/Rendered/PDF/E21210v20revis11KAPAP1final1version.pdf	EA
P111545	198474	3	Embu	-0.425	37.531	ADM1	first-order administrative division	KE|15	Kenya|Embu	2013-05-05T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P111545	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2009/03/04/000333038_20090304234001/Rendered/PDF/440400PAD0P111101Official0Use0Only1.pdf	PAD
P103037	199247	4	Coast Province	-3	39.5	ADM1H	historical first-order administrative division	KE|02	Kenya	2013-05-05T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P103037	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2010/05/21/000333037_20100521004541/Rendered/PDF/RP8830v130P1031i1Garissa1March12010.pdf ; http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2010/05/09/000333037_20100509234141/Rendered/PDF/541470PAD0P1031ly10IDA1R20101013511.pdf	RP ; PAD
P074106	200066	3	Bungoma	0.66	34.639	ADM1	first-order administrative division	KE|12	Kenya|Bungoma	2013-05-05T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P074106	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/AFR/2010/06/08/E1E75997B8938C75852572FB006007BC/2_0/Rendered/PDF/FA01Signing1.pdf	FA
P096367	200066	3	Bungoma	0.66	34.639	ADM1	first-order administrative division	KE|12	Kenya|Bungoma	2013-05-05T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P096367	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/AFR/2010/06/08/E1E75997B8938C75852572FB006007BC/2_0/Rendered/PDF/FA01Signing1.pdf	FA
P124109	200066	3	Bungoma	0.66	34.639	ADM1	first-order administrative division	KE|12	Kenya|Bungoma	2013-05-05T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P124109	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2011/04/05/000333037_20110405002004/Rendered/PDF/600050PAD0P1241OFFICIAL0USE0ONLY191.pdf	PAD
P071062	224995	1	‘Asa Gayla	12.19558	42.64121	WLL	well	DJ|05	Djibouti|Tadjourah	2012-08-04T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P071062	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2009/03/18/000020953_20090318113347/Rendered/PDF/E21040Rapport01ect0APSSLS0103111109.pdf	INT
P084022	2251492	1	Gossas	14.5	-16	ADM2	second-order administrative division	SN|09|2251492	Senegal|Fatick|Gossas	2012-02-01T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P084022	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2006/06/30/000160016_20060630103400/Rendered/PDF/34941.pdf	PAD
P050620	2296181	1	Paga	10.99327	-1.1134	PPL	populated place	GH|10	Ghana|Upper East	2012-06-08T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P050620	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2004/01/20/000160016_20040120170921/Rendered/PDF/E846010PAPER.pdf	EA
P095949	2440482	3	Département de Niamey	13.53333	2.2	ADM2	second-order administrative division	NE|08|2440482	Niger|Niamey|Département de Niamey	2010-07-25T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P095949	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2008/02/26/000076092_20080226131417/Rendered/PDF/Integrated0Saf1et010Appraisal0Stage.pdf	ISDS
P070958	250799	1	‘Ajlūn	32.33385	35.75238	PPLA	seat of a first-order administrative division	JO|20	Jordan|Ajlun	2013-10-13T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P070958	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2008/09/29/000334955_20080929034425/Rendered/PDF/456740PROP0Box1125120081part121of12.pdf	PP
P081823	250799	1	‘Ajlūn	32.33385	35.75238	PPLA	seat of a first-order administrative division	JO|20	Jordan|Ajlun	2013-10-13T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P081823	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2007/01/17/000020953_20070117131500/Rendered/PDF/381620JO0R20071000511.pdf	PAD
P069124	2529647	3	Taroudannt	30.5	-8.41667	ADM2	second-order administrative division	MA|55|541	Morocco|Souss-Massa-Drâa|Taroudannt	2010-09-13T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P069124	http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2009/12/22/000333037_20091222234644/Rendered/PDF/523670PJPR0P06101Official0Use0Only1.pdf	PID ; Project Paper
P096572	2595348	4	Nasarawa State	8.5	8.25	ADM1	first-order administrative division	NG|56	Nigeria|Nassarawa	2014-02-06T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P096572		TTL
P093610	2782064	3	Badendorf	46.85	15.6	PPL	populated place	AT|06|610|61027	Austria|Styria|Politischer Bezirk Leibnitz	2013-07-28T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P093610		TTL
P102000	2782064	3	Badendorf	46.85	15.6	PPL	populated place	AT|06|610|61027	Austria|Styria|Politischer Bezirk Leibnitz	2013-07-28T00:00:00+0000	http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P102000		TTL
